sid,nct_id,inclusion_exclusion,criteria_sentences,classification_result,caption,cui,term,negated,uncertain,temporal_constraint,measurement_constraint,dose_constraint
3,NCT00454662,Inclusion,systolic blood pressure ( sbp ) > = 160 mmhg or diastolic blood pressure ( dbp ) > = 100 mmhg in a sitting position on two consecutive measurements at clinic without antihypertensive medication .,Observation,Drug,C0003364,antihypertensive,TRUE,FALSE,NA,NA,NA
3,NCT00454662,Inclusion,systolic blood pressure ( sbp ) > = 160 mmhg or diastolic blood pressure ( dbp ) > = 100 mmhg in a sitting position on two consecutive measurements at clinic without antihypertensive medication .,Observation,Observation,C0871470;C1306620;C0488055,systolic blood pressure,FALSE,FALSE,NA,NA,NA
3,NCT00454662,Inclusion,systolic blood pressure ( sbp ) > = 160 mmhg or diastolic blood pressure ( dbp ) > = 100 mmhg in a sitting position on two consecutive measurements at clinic without antihypertensive medication .,Observation,Observation,C1306620,sbp,FALSE,FALSE,NA,greater_equal 160 mmhg,NA
3,NCT00454662,Inclusion,systolic blood pressure ( sbp ) > = 160 mmhg or diastolic blood pressure ( dbp ) > = 100 mmhg in a sitting position on two consecutive measurements at clinic without antihypertensive medication .,Observation,Observation,C0428883;C1305849;C0488052,diastolic blood pressure,FALSE,FALSE,NA,NA,NA
3,NCT00454662,Inclusion,systolic blood pressure ( sbp ) > = 160 mmhg or diastolic blood pressure ( dbp ) > = 100 mmhg in a sitting position on two consecutive measurements at clinic without antihypertensive medication .,Observation,Observation,C1305849,dbp,FALSE,FALSE,NA,greater_equal 100 mmhg,NA
4,NCT00454662,Inclusion,require at least one of the following medical history or risk factors,Condition Occurrence,Condition,C0262926,medical history,FALSE,FALSE,NA,NA,NA
4,NCT00454662,Inclusion,require at least one of the following medical history or risk factors,Condition Occurrence,Condition,C0455624,risk factors,FALSE,FALSE,NA,NA,NA
5,NCT00454662,Inclusion,medical history,Condition Occurrence,Condition,C0262926,medical history,FALSE,FALSE,NA,NA,NA
6,NCT00454662,Inclusion,cerebrovascular accident : cerebral infarction ; brain hemorrhage ; subarachnoid hemorrhage ( 6 months or more prior to registration ),Condition Occurrence,Condition,C0038454,cerebrovascular accident,FALSE,FALSE,NA,NA,NA
6,NCT00454662,Inclusion,cerebrovascular accident : cerebral infarction ; brain hemorrhage ; subarachnoid hemorrhage ( 6 months or more prior to registration ),Condition Occurrence,Condition,C0007785;C0038454,cerebral infarction,FALSE,FALSE,greater_equal 6 months,NA,NA
6,NCT00454662,Inclusion,cerebrovascular accident : cerebral infarction ; brain hemorrhage ; subarachnoid hemorrhage ( 6 months or more prior to registration ),Condition Occurrence,Condition,C0038525,subarachnoid hemorrhage,FALSE,FALSE,greater_equal 6 months,NA,NA
6,NCT00454662,Inclusion,cerebrovascular accident : cerebral infarction ; brain hemorrhage ; subarachnoid hemorrhage ( 6 months or more prior to registration ),Condition Occurrence,Condition,C0553692;C2937358,brain hemorrhage,FALSE,FALSE,greater_equal 6 months,NA,NA
6,NCT00454662,Inclusion,cerebrovascular accident : cerebral infarction ; brain hemorrhage ; subarachnoid hemorrhage ( 6 months or more prior to registration ),Condition Occurrence,Procedure,C1514821,registration,FALSE,FALSE,NA,NA,NA
7,NCT00454662,Inclusion,myocardial infarction ; coronary revascularization ( pci or cabg ) ( 6 months or more prior to registration ),Procedure,Procedure,C0877341,coronary revascularization,FALSE,FALSE,NA,NA,NA
7,NCT00454662,Inclusion,myocardial infarction ; coronary revascularization ( pci or cabg ) ( 6 months or more prior to registration ),Procedure,Procedure,C1514496;C1532338,pci,FALSE,FALSE,greater_equal 6 months,NA,NA
7,NCT00454662,Inclusion,myocardial infarction ; coronary revascularization ( pci or cabg ) ( 6 months or more prior to registration ),Procedure,Procedure,C0010055,cabg,FALSE,FALSE,greater_equal 6 months,NA,NA
7,NCT00454662,Inclusion,myocardial infarction ; coronary revascularization ( pci or cabg ) ( 6 months or more prior to registration ),Procedure,Procedure,C1514821,registration,FALSE,FALSE,NA,NA,NA
7,NCT00454662,Inclusion,myocardial infarction ; coronary revascularization ( pci or cabg ) ( 6 months or more prior to registration ),Procedure,Other,C0027051;C2926063;C0428953,myocardial infarction,FALSE,FALSE,NA,NA,NA
8,NCT00454662,Inclusion,angina pectoris ( except for the patients having history of hospitalization within 6 months prior to registration ),Procedure,Condition,C0002962;C0577698;C0235467;C0542052;C0010073;C0541777;C0235462,angina pectoris,FALSE,FALSE,NA,NA,NA
8,NCT00454662,Inclusion,angina pectoris ( except for the patients having history of hospitalization within 6 months prior to registration ),Procedure,Procedure,C0019993,hospitalization,FALSE,FALSE,lower 6 months,NA,NA
8,NCT00454662,Inclusion,angina pectoris ( except for the patients having history of hospitalization within 6 months prior to registration ),Procedure,Procedure,C1514821,registration,FALSE,FALSE,NA,NA,NA
9,NCT00454662,Inclusion,risk factors,Condition Occurrence,Condition,C0455624,risk factors,FALSE,FALSE,NA,NA,NA
10,NCT00454662,Inclusion,male,Person,Person,C0025266,male,FALSE,FALSE,NA,NA,NA
11,NCT00454662,Inclusion,current diabetes mellitus ; fasting glucose > = 110 mg / dl or postprandial glucose > = 140 mg / dl,Drug Exposure,Condition,C0011849,diabetes mellitus,FALSE,FALSE,NA,NA,NA
11,NCT00454662,Inclusion,current diabetes mellitus ; fasting glucose > = 110 mg / dl or postprandial glucose > = 140 mg / dl,Drug Exposure,Observation,C0017725;C0337438,glucose,FALSE,FALSE,NA,NA,greater_equal 110 mg/dl; greater_equal 140 mg/dl
11,NCT00454662,Inclusion,current diabetes mellitus ; fasting glucose > = 110 mg / dl or postprandial glucose > = 140 mg / dl,Drug Exposure,Observation,C0017725;C0337438,glucose,FALSE,FALSE,NA,NA,greater_equal 140 mg/dl
11,NCT00454662,Inclusion,current diabetes mellitus ; fasting glucose > = 110 mg / dl or postprandial glucose > = 140 mg / dl,Drug Exposure,Other,C0015663;C1550565,fasting,FALSE,FALSE,NA,NA,NA
12,NCT00454662,Inclusion,hypercholesterolemia ( total cholesterol > = 260 mg / dl ),Drug Exposure,Condition,C0020443;C1522133,hypercholesterolemia,FALSE,FALSE,NA,NA,NA
12,NCT00454662,Inclusion,hypercholesterolemia ( total cholesterol > = 260 mg / dl ),Drug Exposure,Other,C0543421;C1445957;C0201950,total cholesterol,FALSE,FALSE,NA,NA,greater_equal 260 mg/dl
13,NCT00454662,Inclusion,low hdl cholesterolemia ( hdl-c < 40 mg / dl ),Condition Occurrence,Condition,C0151691,low hdl,FALSE,FALSE,NA,NA,NA
13,NCT00454662,Inclusion,low hdl cholesterolemia ( hdl-c < 40 mg / dl ),Condition Occurrence,Condition,C1392499,cholesterolemia,FALSE,FALSE,NA,NA,NA
13,NCT00454662,Inclusion,low hdl cholesterolemia ( hdl-c < 40 mg / dl ),Condition Occurrence,Condition,C1704429,hdl-c,FALSE,FALSE,NA,NA,lower 40 mg/dl
14,NCT00454662,Inclusion,microalbuminuria ( albumin / cr > = 30 mg / gcr ) or proteinuria ( protein > = 1 + ),Drug Exposure,Condition,C0730345,microalbuminuria,FALSE,FALSE,NA,NA,NA
14,NCT00454662,Inclusion,microalbuminuria ( albumin / cr > = 30 mg / gcr ) or proteinuria ( protein > = 1 + ),Drug Exposure,Condition,C0033687;C1279888;C1962972,proteinuria,FALSE,FALSE,NA,greater_equal 1 protein,NA
14,NCT00454662,Inclusion,microalbuminuria ( albumin / cr > = 30 mg / gcr ) or proteinuria ( protein > = 1 + ),Drug Exposure,Other,C0001924;C0201838,albumin,FALSE,FALSE,NA,NA,NA
14,NCT00454662,Inclusion,microalbuminuria ( albumin / cr > = 30 mg / gcr ) or proteinuria ( protein > = 1 + ),Drug Exposure,Other,C2348261;C1707506;C0152369,cr,FALSE,FALSE,NA,NA,greater_equal 30 mg
15,NCT00454662,Inclusion,left ventricular hypertrophy ( st-t change in the ecg and sv1+rv5 > = 35 mm ; or left ventricular mass index : male > = 125 g / m2 ; female > = 110 g / m2 ),Observation,Person,C0025266,male,FALSE,FALSE,NA,NA,NA
15,NCT00454662,Inclusion,left ventricular hypertrophy ( st-t change in the ecg and sv1+rv5 > = 35 mm ; or left ventricular mass index : male > = 125 g / m2 ; female > = 110 g / m2 ),Observation,Person,C0086287,female,FALSE,FALSE,NA,NA,NA
15,NCT00454662,Inclusion,left ventricular hypertrophy ( st-t change in the ecg and sv1+rv5 > = 35 mm ; or left ventricular mass index : male > = 125 g / m2 ; female > = 110 g / m2 ),Observation,Condition,C0228365,st-t,FALSE,FALSE,NA,NA,NA
15,NCT00454662,Inclusion,left ventricular hypertrophy ( st-t change in the ecg and sv1+rv5 > = 35 mm ; or left ventricular mass index : male > = 125 g / m2 ; female > = 110 g / m2 ),Observation,Condition,C0455825,left ventricular mass,FALSE,FALSE,NA,NA,NA
15,NCT00454662,Inclusion,left ventricular hypertrophy ( st-t change in the ecg and sv1+rv5 > = 35 mm ; or left ventricular mass index : male > = 125 g / m2 ; female > = 110 g / m2 ),Observation,Observation,C0918012,index,FALSE,FALSE,NA,NA,NA
15,NCT00454662,Inclusion,left ventricular hypertrophy ( st-t change in the ecg and sv1+rv5 > = 35 mm ; or left ventricular mass index : male > = 125 g / m2 ; female > = 110 g / m2 ),Observation,Other,C0149721;C0232306;C3484363,left ventricular hypertrophy,FALSE,FALSE,NA,NA,NA
15,NCT00454662,Inclusion,left ventricular hypertrophy ( st-t change in the ecg and sv1+rv5 > = 35 mm ; or left ventricular mass index : male > = 125 g / m2 ; female > = 110 g / m2 ),Observation,Other,C1623258;C0018064,ecg,FALSE,FALSE,NA,greater_equal 35 mm,NA
16,NCT00454662,Exclusion,secondary hypertension or malignant hypertension,Condition Occurrence,Condition,C0155616,secondary hypertension,FALSE,FALSE,NA,NA,NA
16,NCT00454662,Exclusion,secondary hypertension or malignant hypertension,Condition Occurrence,Condition,C0020540;C0024588,malignant hypertension,FALSE,FALSE,NA,NA,NA
17,NCT00454662,Exclusion,history of cerebrovascular accident ( including tia ) or myocardial infarction within 6 months before registration,Condition Occurrence,Condition,C0038454,cerebrovascular accident,FALSE,FALSE,NA,NA,NA
17,NCT00454662,Exclusion,history of cerebrovascular accident ( including tia ) or myocardial infarction within 6 months before registration,Condition Occurrence,Condition,C0917805,tia,FALSE,FALSE,NA,NA,NA
17,NCT00454662,Exclusion,history of cerebrovascular accident ( including tia ) or myocardial infarction within 6 months before registration,Condition Occurrence,Procedure,C1514821,registration,FALSE,FALSE,NA,NA,NA
17,NCT00454662,Exclusion,history of cerebrovascular accident ( including tia ) or myocardial infarction within 6 months before registration,Condition Occurrence,Other,C0027051;C2926063;C0428953,myocardial infarction,FALSE,FALSE,lower 6 months,NA,NA
18,NCT00454662,Exclusion,percutaneous coronary intervention ( pci ) or coronary artery bypass grafting ( cabg ) done within 6 months before registration or scheduled,Procedure,Procedure,C1532338,percutaneous coronary intervention,FALSE,FALSE,NA,NA,NA
18,NCT00454662,Exclusion,percutaneous coronary intervention ( pci ) or coronary artery bypass grafting ( cabg ) done within 6 months before registration or scheduled,Procedure,Procedure,C1514496;C1532338,pci,FALSE,FALSE,NA,NA,NA
18,NCT00454662,Exclusion,percutaneous coronary intervention ( pci ) or coronary artery bypass grafting ( cabg ) done within 6 months before registration or scheduled,Procedure,Procedure,C0010055,coronary artery bypass grafting,FALSE,FALSE,NA,NA,NA
18,NCT00454662,Exclusion,percutaneous coronary intervention ( pci ) or coronary artery bypass grafting ( cabg ) done within 6 months before registration or scheduled,Procedure,Procedure,C0010055,cabg,FALSE,FALSE,lower 6 months,NA,NA
18,NCT00454662,Exclusion,percutaneous coronary intervention ( pci ) or coronary artery bypass grafting ( cabg ) done within 6 months before registration or scheduled,Procedure,Procedure,C1514821,registration,FALSE,FALSE,NA,NA,NA
19,NCT00454662,Exclusion,history of hospitalization for angina pectoris or heart failure within 6 months before registration,Procedure,Condition,C0002962;C0577698;C0235467;C0542052;C0010073;C0541777;C0235462,angina pectoris,FALSE,FALSE,lower 6 months,NA,NA
19,NCT00454662,Exclusion,history of hospitalization for angina pectoris or heart failure within 6 months before registration,Procedure,Condition,C0018801;C0018802,heart failure,FALSE,FALSE,lower 6 months,NA,NA
19,NCT00454662,Exclusion,history of hospitalization for angina pectoris or heart failure within 6 months before registration,Procedure,Procedure,C0019993,hospitalization,FALSE,FALSE,NA,NA,NA
19,NCT00454662,Exclusion,history of hospitalization for angina pectoris or heart failure within 6 months before registration,Procedure,Procedure,C1514821,registration,FALSE,FALSE,NA,NA,NA
20,NCT00454662,Exclusion,severe heart failure ( new york heart association [ nyha ] functional class iii or more severe ),Condition Occurrence,Condition,C0018801;C0018802,heart failure,FALSE,FALSE,NA,NA,NA
20,NCT00454662,Exclusion,severe heart failure ( new york heart association [ nyha ] functional class iii or more severe ),Condition Occurrence,Condition,C0018787;C0153500;C0153957;C0795691;C1281570,heart,FALSE,FALSE,NA,NA,NA
20,NCT00454662,Exclusion,severe heart failure ( new york heart association [ nyha ] functional class iii or more severe ),Condition Occurrence,Other,C1547231;C1547227;C1561581,severe,FALSE,FALSE,NA,NA,NA
20,NCT00454662,Exclusion,severe heart failure ( new york heart association [ nyha ] functional class iii or more severe ),Condition Occurrence,Other,C0441887;C2698969,class iii,FALSE,FALSE,NA,NA,NA
20,NCT00454662,Exclusion,severe heart failure ( new york heart association [ nyha ] functional class iii or more severe ),Condition Occurrence,Other,C1547231;C1547227;C1561581,severe,FALSE,FALSE,NA,NA,NA
21,NCT00454662,Exclusion,complications of atrial fibrillation ; atrial flutter or severe arrhythmia,Condition Occurrence,Condition,C0004239;C1963068,atrial flutter,FALSE,FALSE,NA,NA,NA
21,NCT00454662,Exclusion,complications of atrial fibrillation ; atrial flutter or severe arrhythmia,Condition Occurrence,Condition,C0003811,arrhythmia,FALSE,FALSE,NA,NA,NA
21,NCT00454662,Exclusion,complications of atrial fibrillation ; atrial flutter or severe arrhythmia,Condition Occurrence,Other,C0004238;C1963067;C2926591,atrial fibrillation,FALSE,FALSE,NA,NA,NA
21,NCT00454662,Exclusion,complications of atrial fibrillation ; atrial flutter or severe arrhythmia,Condition Occurrence,Other,C1547231;C1547227;C1561581,severe,FALSE,FALSE,NA,NA,NA
22,NCT00454662,Exclusion,severe hepatic dysfunction or renal dysfunction ( including current treatment of dialysis or renal dysfunction with serum creatinine > = 2.00 mg / dl ),Condition Occurrence,Condition,C0086565,hepatic dysfunction,FALSE,FALSE,NA,NA,NA
22,NCT00454662,Exclusion,severe hepatic dysfunction or renal dysfunction ( including current treatment of dialysis or renal dysfunction with serum creatinine > = 2.00 mg / dl ),Condition Occurrence,Condition,C3279454,renal dysfunction,FALSE,FALSE,NA,NA,NA
22,NCT00454662,Exclusion,severe hepatic dysfunction or renal dysfunction ( including current treatment of dialysis or renal dysfunction with serum creatinine > = 2.00 mg / dl ),Condition Occurrence,Condition,C3279454,renal dysfunction,FALSE,FALSE,NA,NA,NA
